72 	48
72	48
72	48
72	48
72	60
72	60
72	60
72	60
79	64
79	64	
79	64
79	64
79	60	
79	60
79	60
79	60
81	65
81	65
81	65
81	65
81	60
81	60
81	60
81	60
79	64
79	64
79	64
79	64
79	60
79	60
79	60
79	60
77	62
77	62
77	62
77	62
77	59
77	59
77	59
77	59
76	60
76	60
76	60
76	60
76	57
76	57
76	57
76	57
74	53
74	53
74	53
74	53
74	55
74	55
74	55
76	55
72	48
72	48
72	48
72	48
72	48
72	48
72	48
72	48
79	64
79	64
79	64
79	64
79	55
79	55
79	55
79	55
77	62
77	62
77	62
77	62
77	55
77	55
77	55
77	55
76	60
76	60
76	60
76	60
76	55
76	55
76	55
76	55
74	59
74	59
74	59
74	59
74	55
74	55
74	55
74	55
79	64
79	64
79	64
79	64
79	55
79	55
79	55
79	55
77	62
77	62
77	62
77	62
77	55
77	55
77	55
77	55
76	60
76	60
76	60
76	60
76	60
76	60
76	60
77	62
76	60
76	60
76	60
76	60
74	59
74	59
74	59
74	59
72	48
72	48
72	48
72	48
72	60
72	60
72	60
72	60
79	64
79	64
79	64
79	64
79	60
79	60
79	60
79	60
81	65
81	65
81	65
81	65
81	60
81	60
81	60
81	60
79	64
79	64
79	64
79	64
79	60
79	60
79	60
79	60
77	62
77	62
77	62
77	62
77	59
77	59
77	59
77	59
76	60
76	60
76	60
76	60
76	57
76	57
76	57
76	57
74	53
74	53
74	53
74	53
74	55
74	55
74	55
76	55
72	48
72	48
72	48
72	48
72	48
72	48
72	48
72	48

